%% flowcalc run at Thu Jun  2 13:15:35 2016
% modules: coral 

@relation 'Capture_02_06_2016.pcap'

%% flowcalc 0.2
% fc_id:       flow id
% fc_tstamp:   timestamp of first packet in the flow
% fc_duration: flow duration
% fc_proto:    transport protocol
% fc_src_addr: IP address of connection initiator
% fc_src_port: TP port number of connection initiator
% fc_dst_addr: IP address of remote peer
% fc_dst_port: TP port number of remote peer

@attribute fc_id numeric
@attribute fc_tstamp numeric
@attribute fc_duration numeric
@attribute fc_proto {TCP,UDP}
@attribute fc_src_addr string
@attribute fc_src_port numeric
@attribute fc_dst_addr string
@attribute fc_dst_port numeric

%% coral 0.1
% crl_group: protocol group
% crl_name: protocol name
@attribute crl_group string
@attribute class {HTTPS, HTTP, DNS}

@data
417,1464864038.426229,0.069664,UDP,10.0.2.15,64355,136.206.11.45,53,Network_Infrastructure,DNS
424,1464864038.456857,0.076190,UDP,10.0.2.15,12419,136.206.11.45,53,Network_Infrastructure,DNS
418,1464864038.426375,0.154334,UDP,10.0.2.15,62958,136.206.11.45,53,Network_Infrastructure,DNS
416,1464864038.426184,0.154721,UDP,127.0.0.1,52668,127.0.1.1,53,Network_Infrastructure,DNS
423,1464864038.456625,0.129815,UDP,10.0.2.15,8986,136.206.11.45,53,Network_Infrastructure,DNS
422,1464864038.456577,0.130005,UDP,127.0.0.1,56995,127.0.1.1,53,Network_Infrastructure,DNS
437,1464864039.113803,0.023178,UDP,10.0.2.15,31302,136.206.11.45,53,Network_Infrastructure,DNS
436,1464864039.113668,0.024274,UDP,10.0.2.15,29320,136.206.11.45,53,Network_Infrastructure,DNS
435,1464864039.113625,0.024382,UDP,127.0.0.1,53556,127.0.1.1,53,Network_Infrastructure,DNS
442,1464864040.120708,0.023362,UDP,10.0.2.15,33388,136.206.11.45,53,Network_Infrastructure,DNS
441,1464864040.120590,0.023498,UDP,10.0.2.15,59053,136.206.11.45,53,Network_Infrastructure,DNS
440,1464864040.120542,0.023641,UDP,127.0.0.1,35302,127.0.1.1,53,Network_Infrastructure,DNS
446,1464864040.214806,0.016766,UDP,10.0.2.15,30021,136.206.11.45,53,Network_Infrastructure,DNS
445,1464864040.214673,0.016914,UDP,10.0.2.15,28587,136.206.11.45,53,Network_Infrastructure,DNS
444,1464864040.214629,0.017052,UDP,127.0.0.1,56962,127.0.1.1,53,Network_Infrastructure,DNS
452,1464864040.662668,0.003841,UDP,10.0.2.15,57259,136.206.11.45,53,Network_Infrastructure,DNS
449,1464864040.661820,0.004761,UDP,10.0.2.15,20207,136.206.11.45,53,Network_Infrastructure,DNS
451,1464864040.662624,0.004256,UDP,127.0.0.1,57170,127.0.1.1,53,Network_Infrastructure,DNS
450,1464864040.661954,0.005419,UDP,10.0.2.15,16614,136.206.11.45,53,Network_Infrastructure,DNS
448,1464864040.661764,0.005663,UDP,127.0.0.1,58681,127.0.1.1,53,Network_Infrastructure,DNS
456,1464864040.805262,0.022138,UDP,10.0.2.15,2209,136.206.11.45,53,Network_Infrastructure,DNS
455,1464864040.805085,0.022332,UDP,10.0.2.15,60350,136.206.11.45,53,Network_Infrastructure,DNS
454,1464864040.805040,0.022494,UDP,127.0.0.1,56056,127.0.1.1,53,Network_Infrastructure,DNS
458,1464864040.810135,0.036041,UDP,10.0.2.15,1249,136.206.11.45,53,Network_Infrastructure,DNS
461,1464864040.817626,0.035408,UDP,10.0.2.15,17957,136.206.11.45,53,Network_Infrastructure,DNS
459,1464864040.810301,0.042752,UDP,10.0.2.15,64024,136.206.11.45,53,Network_Infrastructure,DNS
457,1464864040.810089,0.043047,UDP,127.0.0.1,45342,127.0.1.1,53,Network_Infrastructure,DNS
460,1464864040.817429,0.037169,UDP,10.0.2.15,10388,136.206.11.45,53,Network_Infrastructure,DNS
355,1464864037.024811,3.829896,UDP,127.0.0.1,35215,127.0.1.1,53,Network_Infrastructure,DNS
467,1464864040.870527,0.002546,UDP,10.0.2.15,43127,136.206.11.45,53,Network_Infrastructure,DNS
472,1464864040.877281,0.016820,UDP,10.0.2.15,24120,136.206.11.45,53,Network_Infrastructure,DNS
471,1464864040.877173,0.016946,UDP,10.0.2.15,20822,136.206.11.45,53,Network_Infrastructure,DNS
470,1464864040.877108,0.017105,UDP,127.0.0.1,59534,127.0.1.1,53,Network_Infrastructure,DNS
468,1464864040.870683,0.029806,UDP,10.0.2.15,43056,136.206.11.45,53,Network_Infrastructure,DNS
466,1464864040.870485,0.030101,UDP,127.0.0.1,49088,127.0.1.1,53,Network_Infrastructure,DNS
480,1464864040.926371,0.002898,UDP,10.0.2.15,32724,136.206.11.45,53,Network_Infrastructure,DNS
479,1464864040.926212,0.003072,UDP,10.0.2.15,5248,136.206.11.45,53,Network_Infrastructure,DNS
478,1464864040.926166,0.003218,UDP,127.0.0.1,36907,127.0.1.1,53,Network_Infrastructure,DNS
489,1464864040.948719,0.002050,UDP,10.0.2.15,54258,136.206.11.45,53,Network_Infrastructure,DNS
485,1464864040.944292,0.006493,UDP,10.0.2.15,11498,136.206.11.45,53,Network_Infrastructure,DNS
484,1464864040.944233,0.006647,UDP,127.0.0.1,43567,127.0.1.1,53,Network_Infrastructure,DNS
488,1464864040.948621,0.018128,UDP,10.0.2.15,31553,136.206.11.45,53,Network_Infrastructure,DNS
487,1464864040.948498,0.019554,UDP,10.0.2.15,56042,136.206.11.45,53,Network_Infrastructure,DNS
486,1464864040.948454,0.019685,UDP,127.0.0.1,44885,127.0.1.1,53,Network_Infrastructure,DNS
494,1464864040.951424,0.021855,UDP,10.0.2.15,35586,136.206.1.3,53,Network_Infrastructure,DNS
493,1464864040.951367,0.022876,UDP,10.0.2.15,35586,136.206.11.45,53,Network_Infrastructure,DNS
491,1464864040.951181,0.023073,UDP,10.0.2.15,12923,136.206.11.45,53,Network_Infrastructure,DNS
482,1464864040.931768,0.042493,UDP,10.0.2.15,2072,136.206.11.45,53,Network_Infrastructure,DNS
490,1464864040.951145,0.023210,UDP,127.0.0.1,45675,127.0.1.1,53,Network_Infrastructure,DNS
492,1464864040.951303,0.023459,UDP,10.0.2.15,35586,136.206.217.50,53,Network_Infrastructure,DNS
499,1464864040.974837,0.023816,UDP,10.0.2.15,10300,136.206.11.45,53,Network_Infrastructure,DNS
483,1464864040.931908,0.066763,UDP,10.0.2.15,1557,136.206.11.45,53,Network_Infrastructure,DNS
481,1464864040.931729,0.067021,UDP,127.0.0.1,59919,127.0.1.1,53,Network_Infrastructure,DNS
498,1464864040.974689,0.041353,UDP,10.0.2.15,48070,136.206.11.45,53,Network_Infrastructure,DNS
497,1464864040.974651,0.041492,UDP,127.0.0.1,37406,127.0.1.1,53,Network_Infrastructure,DNS
507,1464864041.020295,0.002791,UDP,10.0.2.15,52249,136.206.11.45,53,Network_Infrastructure,DNS
502,1464864040.987022,0.037050,UDP,10.0.2.15,5444,136.206.11.45,53,Network_Infrastructure,DNS
508,1464864041.023241,0.001431,UDP,10.0.2.15,29654,136.206.11.45,53,Network_Infrastructure,DNS
506,1464864041.020254,0.004482,UDP,127.0.0.1,46808,127.0.1.1,53,Network_Infrastructure,DNS
505,1464864041.008424,0.023452,UDP,10.0.2.15,38143,136.206.11.45,53,Network_Infrastructure,DNS
504,1464864041.008272,0.023622,UDP,10.0.2.15,45903,136.206.11.45,53,Network_Infrastructure,DNS
503,1464864041.008230,0.023759,UDP,127.0.0.1,58427,127.0.1.1,53,Network_Infrastructure,DNS
501,1464864040.986788,0.051944,UDP,10.0.2.15,46287,136.206.11.45,53,Network_Infrastructure,DNS
500,1464864040.986749,0.052085,UDP,127.0.0.1,57134,127.0.1.1,53,Network_Infrastructure,DNS
511,1464864041.025191,0.023314,UDP,10.0.2.15,34330,136.206.11.45,53,Network_Infrastructure,DNS
510,1464864041.025064,0.042607,UDP,10.0.2.15,31149,136.206.11.45,53,Network_Infrastructure,DNS
509,1464864041.025028,0.042759,UDP,127.0.0.1,59567,127.0.1.1,53,Network_Infrastructure,DNS
515,1464864041.117717,0.003160,UDP,10.0.2.15,58269,136.206.11.45,53,Network_Infrastructure,DNS
516,1464864041.117883,0.030143,UDP,10.0.2.15,48311,136.206.11.45,53,Network_Infrastructure,DNS
514,1464864041.117671,0.030470,UDP,127.0.0.1,44233,127.0.1.1,53,Network_Infrastructure,DNS
522,1464864041.503267,0.003570,UDP,10.0.2.15,36204,136.206.11.45,53,Network_Infrastructure,DNS
521,1464864041.503071,0.003783,UDP,10.0.2.15,32664,136.206.11.45,53,Network_Infrastructure,DNS
520,1464864041.503028,0.003928,UDP,127.0.0.1,34031,127.0.1.1,53,Network_Infrastructure,DNS
525,1464864041.583836,0.003489,UDP,10.0.2.15,61497,136.206.11.45,53,Network_Infrastructure,DNS
524,1464864041.583784,0.003662,UDP,127.0.0.1,36224,127.0.1.1,53,Network_Infrastructure,DNS
534,1464864041.842528,0.012247,UDP,10.0.2.15,63288,136.206.11.45,53,Network_Infrastructure,DNS
535,1464864041.842654,0.026739,UDP,10.0.2.15,28013,136.206.11.45,53,Network_Infrastructure,DNS
533,1464864041.842485,0.026995,UDP,127.0.0.1,35261,127.0.1.1,53,Network_Infrastructure,DNS
541,1464864041.892770,0.004012,UDP,10.0.2.15,12233,136.206.11.45,53,Network_Infrastructure,DNS
540,1464864041.892615,0.004181,UDP,10.0.2.15,53632,136.206.11.45,53,Network_Infrastructure,DNS
539,1464864041.892561,0.004330,UDP,127.0.0.1,40307,127.0.1.1,53,Network_Infrastructure,DNS
546,1464864041.915324,0.027844,UDP,10.0.2.15,50793,136.206.11.45,53,Network_Infrastructure,DNS
545,1464864041.915185,0.031427,UDP,10.0.2.15,11860,136.206.11.45,53,Network_Infrastructure,DNS
544,1464864041.915135,0.031600,UDP,127.0.0.1,34692,127.0.1.1,53,Network_Infrastructure,DNS
549,1464864041.929416,0.025731,UDP,10.0.2.15,63050,136.206.11.45,53,Network_Infrastructure,DNS
551,1464864041.934251,0.023782,UDP,10.0.2.15,54218,136.206.11.45,53,Network_Infrastructure,DNS
548,1464864041.929284,0.045246,UDP,10.0.2.15,21622,136.206.11.45,53,Network_Infrastructure,DNS
547,1464864041.929236,0.045476,UDP,127.0.0.1,53665,127.0.1.1,53,Network_Infrastructure,DNS
555,1464864041.997934,0.023940,UDP,10.0.2.15,4225,136.206.11.45,53,Network_Infrastructure,DNS
552,1464864041.934369,0.090925,UDP,10.0.2.15,6113,136.206.11.45,53,Network_Infrastructure,DNS
550,1464864041.934201,0.091180,UDP,127.0.0.1,36417,127.0.1.1,53,Network_Infrastructure,DNS
554,1464864041.997808,0.060710,UDP,10.0.2.15,24897,136.206.11.45,53,Network_Infrastructure,DNS
553,1464864041.997765,0.060837,UDP,127.0.0.1,48450,127.0.1.1,53,Network_Infrastructure,DNS
564,1464864042.305257,0.015630,UDP,10.0.2.15,18435,136.206.11.45,53,Network_Infrastructure,DNS
563,1464864042.305092,0.015811,UDP,10.0.2.15,5170,136.206.11.45,53,Network_Infrastructure,DNS
562,1464864042.305049,0.015984,UDP,127.0.0.1,59989,127.0.1.1,53,Network_Infrastructure,DNS
567,1464864042.312525,0.015908,UDP,10.0.2.15,13690,136.206.11.45,53,Network_Infrastructure,DNS
569,1464864042.325252,0.004443,UDP,10.0.2.15,46207,136.206.11.45,53,Network_Infrastructure,DNS
566,1464864042.312400,0.017310,UDP,10.0.2.15,21057,136.206.11.45,53,Network_Infrastructure,DNS
565,1464864042.312352,0.017453,UDP,127.0.0.1,59433,127.0.1.1,53,Network_Infrastructure,DNS
570,1464864042.325397,0.030655,UDP,10.0.2.15,20402,136.206.11.45,53,Network_Infrastructure,DNS
568,1464864042.325209,0.030929,UDP,127.0.0.1,52831,127.0.1.1,53,Network_Infrastructure,DNS
579,1464864043.280151,0.026791,UDP,10.0.2.15,53708,136.206.11.45,53,Network_Infrastructure,DNS
580,1464864043.280328,0.028581,UDP,10.0.2.15,6444,136.206.11.45,53,Network_Infrastructure,DNS
578,1464864043.280031,0.029004,UDP,127.0.0.1,34932,127.0.1.1,53,Network_Infrastructure,DNS
584,1464864043.648663,0.007207,UDP,10.0.2.15,31343,136.206.11.45,53,Network_Infrastructure,DNS
582,1464864043.648179,0.007709,UDP,10.0.2.15,11749,136.206.11.45,53,Network_Infrastructure,DNS
585,1464864043.649093,0.007401,UDP,10.0.2.15,50009,136.206.11.45,53,Network_Infrastructure,DNS
583,1464864043.648637,0.007924,UDP,127.0.0.1,58693,127.0.1.1,53,Network_Infrastructure,DNS
586,1464864043.649242,0.028059,UDP,10.0.2.15,45728,136.206.11.45,53,Network_Infrastructure,DNS
581,1464864043.648133,0.029242,UDP,127.0.0.1,43856,127.0.1.1,53,Network_Infrastructure,DNS
603,1464864043.913984,0.025244,UDP,10.0.2.15,13068,136.206.11.45,53,Network_Infrastructure,DNS
602,1464864043.913863,0.025383,UDP,10.0.2.15,11985,136.206.11.45,53,Network_Infrastructure,DNS
601,1464864043.913820,0.025525,UDP,127.0.0.1,57313,127.0.1.1,53,Network_Infrastructure,DNS
605,1464864044.053098,0.005361,UDP,10.0.2.15,54747,136.206.11.45,53,Network_Infrastructure,DNS
606,1464864044.053230,0.030648,UDP,10.0.2.15,59734,136.206.11.45,53,Network_Infrastructure,DNS
604,1464864044.053057,0.030917,UDP,127.0.0.1,54218,127.0.1.1,53,Network_Infrastructure,DNS
612,1464864044.152658,0.002581,UDP,10.0.2.15,15033,136.206.11.45,53,Network_Infrastructure,DNS
611,1464864044.152525,0.002730,UDP,10.0.2.15,60803,136.206.11.45,53,Network_Infrastructure,DNS
610,1464864044.152481,0.002866,UDP,127.0.0.1,49239,127.0.1.1,53,Network_Infrastructure,DNS
609,1464864044.137351,0.044234,UDP,10.0.2.15,33416,136.206.11.45,53,Network_Infrastructure,DNS
608,1464864044.137186,0.044416,UDP,10.0.2.15,17111,136.206.11.45,53,Network_Infrastructure,DNS
607,1464864044.137096,0.044605,UDP,127.0.0.1,52417,127.0.1.1,53,Network_Infrastructure,DNS
615,1464864044.164717,0.090158,UDP,10.0.2.15,28260,136.206.11.45,53,Network_Infrastructure,DNS
623,1464864044.277375,0.000000,UDP,10.0.2.15,21327,136.206.11.45,53,Network_Infrastructure,DNS
614,1464864044.164584,0.116702,UDP,10.0.2.15,13610,136.206.11.45,53,Network_Infrastructure,DNS
613,1464864044.164540,0.116852,UDP,127.0.0.1,48809,127.0.1.1,53,Network_Infrastructure,DNS
622,1464864044.277291,0.004982,UDP,10.0.2.15,58224,136.206.1.3,53,Network_Infrastructure,DNS
619,1464864044.277145,0.005235,UDP,127.0.0.1,47707,127.0.1.1,53,Network_Infrastructure,DNS
617,1464864044.276757,0.024179,UDP,10.0.2.15,44518,136.206.11.45,53,Network_Infrastructure,DNS
618,1464864044.276942,0.025886,UDP,10.0.2.15,3908,136.206.11.45,53,Network_Infrastructure,DNS
616,1464864044.276712,0.026224,UDP,127.0.0.1,36912,127.0.1.1,53,Network_Infrastructure,DNS
626,1464864044.277719,0.028978,UDP,10.0.2.15,26794,136.206.11.45,53,Network_Infrastructure,DNS
625,1464864044.277602,0.029121,UDP,10.0.2.15,28682,136.206.11.45,53,Network_Infrastructure,DNS
624,1464864044.277566,0.029297,UDP,127.0.0.1,36943,127.0.1.1,53,Network_Infrastructure,DNS
621,1464864044.277241,0.151157,UDP,10.0.2.15,58224,136.206.11.45,53,Network_Infrastructure,DNS
620,1464864044.277172,0.170242,UDP,10.0.2.15,58224,136.206.217.50,53,Network_Infrastructure,DNS
407,1464864038.040663,5.735905,TCP,10.0.2.15,33052,188.165.32.32,80,WWW,HTTP
406,1464864038.020553,5.778825,TCP,10.0.2.15,36638,185.44.142.4,80,WWW,HTTP
