%% flowcalc run at Thu Jun  2 13:15:35 2016
% modules: coral 

@relation 'Capture_02_06_2016.pcap'

%% flowcalc 0.2
% fc_id:       flow id
% fc_tstamp:   timestamp of first packet in the flow
% fc_duration: flow duration
% fc_proto:    transport protocol
% fc_src_addr: IP address of connection initiator
% fc_src_port: TP port number of connection initiator
% fc_dst_addr: IP address of remote peer
% fc_dst_port: TP port number of remote peer

@attribute fc_id numeric
@attribute fc_tstamp numeric
@attribute fc_duration numeric
@attribute fc_proto {TCP,UDP}
@attribute fc_src_addr string
@attribute fc_src_port numeric
@attribute fc_dst_addr string
@attribute fc_dst_port numeric

%% coral 0.1
% crl_group: protocol group
% crl_name: protocol name
@attribute crl_group string
@attribute class {HTTPS, HTTP, DNS}

@data
27,1464864016.044967,0.002299,UDP,10.0.2.15,21093,136.206.11.45,53,Network_Infrastructure,DNS
25,1464864016.044779,0.002564,UDP,127.0.0.1,52856,127.0.1.1,53,Network_Infrastructure,DNS
29,1464864018.193018,0.001806,UDP,10.0.2.15,60641,136.206.11.45,53,Network_Infrastructure,DNS
30,1464864018.193390,0.001851,UDP,10.0.2.15,10391,136.206.11.45,53,Network_Infrastructure,DNS
28,1464864018.192947,0.002339,UDP,127.0.0.1,49498,127.0.1.1,53,Network_Infrastructure,DNS
33,1464864018.643031,0.001745,UDP,10.0.2.15,7851,136.206.11.45,53,Network_Infrastructure,DNS
32,1464864018.642905,0.001883,UDP,10.0.2.15,6280,136.206.11.45,53,Network_Infrastructure,DNS
31,1464864018.642859,0.002013,UDP,127.0.0.1,52002,127.0.1.1,53,Network_Infrastructure,DNS
36,1464864020.667498,0.001739,UDP,10.0.2.15,37466,136.206.11.45,53,Network_Infrastructure,DNS
34,1464864020.667311,0.002430,UDP,127.0.0.1,59266,127.0.1.1,53,Network_Infrastructure,DNS
39,1464864023.014946,0.002138,UDP,10.0.2.15,61276,136.206.11.45,53,Network_Infrastructure,DNS
38,1464864023.014799,0.002299,UDP,10.0.2.15,6717,136.206.11.45,53,Network_Infrastructure,DNS
37,1464864023.014755,0.002422,UDP,127.0.0.1,53624,127.0.1.1,53,Network_Infrastructure,DNS
41,1464864024.244365,0.002092,UDP,10.0.2.15,33134,136.206.11.45,53,Network_Infrastructure,DNS
44,1464864024.244828,0.001647,UDP,10.0.2.15,31929,136.206.11.45,53,Network_Infrastructure,DNS
43,1464864024.244801,0.001776,UDP,127.0.0.1,45458,127.0.1.1,53,Network_Infrastructure,DNS
42,1464864024.244502,0.038957,UDP,10.0.2.15,50926,136.206.11.45,53,Network_Infrastructure,DNS
40,1464864024.244316,0.039426,UDP,127.0.0.1,57199,127.0.1.1,53,Network_Infrastructure,DNS
47,1464864026.061250,0.001919,UDP,10.0.2.15,6431,136.206.11.45,53,Network_Infrastructure,DNS
48,1464864026.061395,0.001799,UDP,10.0.2.15,15819,136.206.11.45,53,Network_Infrastructure,DNS
46,1464864026.061173,0.002102,UDP,127.0.0.1,52001,127.0.1.1,53,Network_Infrastructure,DNS
51,1464864026.168407,0.002288,UDP,10.0.2.15,24745,136.206.11.45,53,Network_Infrastructure,DNS
50,1464864026.168274,0.002437,UDP,10.0.2.15,12793,136.206.11.45,53,Network_Infrastructure,DNS
49,1464864026.168181,0.002613,UDP,127.0.0.1,41873,127.0.1.1,53,Network_Infrastructure,DNS
56,1464864026.689189,0.003404,UDP,10.0.2.15,28917,136.206.11.45,53,Network_Infrastructure,DNS
57,1464864026.689353,0.003255,UDP,10.0.2.15,2088,136.206.11.45,53,Network_Infrastructure,DNS
55,1464864026.689143,0.003562,UDP,127.0.0.1,52307,127.0.1.1,53,Network_Infrastructure,DNS
54,1464864026.605173,0.090715,UDP,10.0.2.15,31175,136.206.11.45,53,Network_Infrastructure,DNS
53,1464864026.604935,0.094473,UDP,10.0.2.15,64384,136.206.11.45,53,Network_Infrastructure,DNS
52,1464864026.604859,0.094632,UDP,127.0.0.1,40706,127.0.1.1,53,Network_Infrastructure,DNS
61,1464864026.825798,0.002016,UDP,10.0.2.15,21958,136.206.11.45,53,Network_Infrastructure,DNS
62,1464864026.825939,0.003416,UDP,10.0.2.15,53619,136.206.11.45,53,Network_Infrastructure,DNS
60,1464864026.825748,0.003680,UDP,127.0.0.1,57176,127.0.1.1,53,Network_Infrastructure,DNS
66,1464864027.292923,0.065126,UDP,10.0.2.15,47688,136.206.11.45,53,Network_Infrastructure,DNS
65,1464864027.292646,0.065423,UDP,10.0.2.15,63961,136.206.11.45,53,Network_Infrastructure,DNS
64,1464864027.292600,0.065593,UDP,127.0.0.1,60627,127.0.1.1,53,Network_Infrastructure,DNS
71,1464864027.320526,0.045466,UDP,10.0.2.15,3511,136.206.11.45,53,Network_Infrastructure,DNS
72,1464864027.320831,0.045185,UDP,10.0.2.15,27388,136.206.11.45,53,Network_Infrastructure,DNS
70,1464864027.320473,0.045659,UDP,127.0.0.1,36448,127.0.1.1,53,Network_Infrastructure,DNS
68,1464864027.305004,0.077507,UDP,10.0.2.15,62529,136.206.11.45,53,Network_Infrastructure,DNS
69,1464864027.305255,0.080142,UDP,10.0.2.15,49103,136.206.11.45,53,Network_Infrastructure,DNS
67,1464864027.304949,0.080518,UDP,127.0.0.1,38095,127.0.1.1,53,Network_Infrastructure,DNS
82,1464864027.388123,0.086010,UDP,10.0.2.15,63118,136.206.11.45,53,Network_Infrastructure,DNS
83,1464864027.388236,0.090975,UDP,10.0.2.15,5129,136.206.11.45,53,Network_Infrastructure,DNS
81,1464864027.388082,0.091211,UDP,127.0.0.1,57424,127.0.1.1,53,Network_Infrastructure,DNS
89,1464864027.930628,0.028454,UDP,10.0.2.15,44649,136.206.11.45,53,Network_Infrastructure,DNS
88,1464864027.930485,0.028618,UDP,10.0.2.15,30523,136.206.11.45,53,Network_Infrastructure,DNS
91,1464864027.931019,0.028258,UDP,10.0.2.15,56158,136.206.11.45,53,Network_Infrastructure,DNS
87,1464864027.930442,0.028900,UDP,127.0.0.1,36014,127.0.1.1,53,Network_Infrastructure,DNS
90,1464864027.930984,0.028380,UDP,127.0.0.1,60362,127.0.1.1,53,Network_Infrastructure,DNS
95,1464864028.338591,0.005483,UDP,10.0.2.15,23912,136.206.11.45,53,Network_Infrastructure,DNS
96,1464864028.338713,0.006267,UDP,10.0.2.15,15378,136.206.11.45,53,Network_Infrastructure,DNS
94,1464864028.338545,0.006541,UDP,127.0.0.1,56245,127.0.1.1,53,Network_Infrastructure,DNS
106,1464864028.557383,0.022142,UDP,10.0.2.15,50764,136.206.11.45,53,Network_Infrastructure,DNS
105,1464864028.557240,0.027988,UDP,10.0.2.15,5065,136.206.1.3,53,Network_Infrastructure,DNS
102,1464864028.556979,0.028424,UDP,127.0.0.1,40664,127.0.1.1,53,Network_Infrastructure,DNS
103,1464864028.557028,0.037284,UDP,10.0.2.15,5065,136.206.217.50,53,Network_Infrastructure,DNS
104,1464864028.557153,0.038987,UDP,10.0.2.15,5065,136.206.11.45,53,Network_Infrastructure,DNS
110,1464864028.616396,0.035289,UDP,10.0.2.15,13587,136.206.1.3,53,Network_Infrastructure,DNS
109,1464864028.614283,0.037417,UDP,10.0.2.15,64644,136.206.1.3,53,Network_Infrastructure,DNS
108,1464864028.614239,0.037569,UDP,127.0.0.1,33872,127.0.1.1,53,Network_Infrastructure,DNS
99,1464864028.524748,0.161410,UDP,10.0.2.15,37867,136.206.11.45,53,Network_Infrastructure,DNS
98,1464864028.524618,0.175753,UDP,10.0.2.15,62738,136.206.11.45,53,Network_Infrastructure,DNS
101,1464864028.525140,0.175249,UDP,10.0.2.15,13085,136.206.11.45,53,Network_Infrastructure,DNS
97,1464864028.524565,0.175904,UDP,127.0.0.1,43860,127.0.1.1,53,Network_Infrastructure,DNS
100,1464864028.525107,0.175388,UDP,127.0.0.1,48484,127.0.1.1,53,Network_Infrastructure,DNS
120,1464864029.311895,0.001666,UDP,10.0.2.15,50137,136.206.11.45,53,Network_Infrastructure,DNS
119,1464864029.311750,0.001829,UDP,10.0.2.15,59177,136.206.11.45,53,Network_Infrastructure,DNS
118,1464864029.311696,0.001980,UDP,127.0.0.1,39118,127.0.1.1,53,Network_Infrastructure,DNS
124,1464864029.352801,0.001515,UDP,10.0.2.15,39355,136.206.11.45,53,Network_Infrastructure,DNS
123,1464864029.352678,0.001646,UDP,10.0.2.15,42651,136.206.11.45,53,Network_Infrastructure,DNS
122,1464864029.352634,0.001848,UDP,127.0.0.1,60903,127.0.1.1,53,Network_Infrastructure,DNS
129,1464864029.365607,0.005115,UDP,10.0.2.15,63371,136.206.11.45,53,Network_Infrastructure,DNS
127,1464864029.354667,0.016072,UDP,10.0.2.15,18695,136.206.11.45,53,Network_Infrastructure,DNS
130,1464864029.365761,0.005488,UDP,10.0.2.15,44967,136.206.11.45,53,Network_Infrastructure,DNS
128,1464864029.365562,0.005752,UDP,127.0.0.1,39872,127.0.1.1,53,Network_Infrastructure,DNS
126,1464864029.354381,0.024668,UDP,10.0.2.15,18391,136.206.11.45,53,Network_Infrastructure,DNS
125,1464864029.354214,0.024943,UDP,127.0.0.1,45752,127.0.1.1,53,Network_Infrastructure,DNS
133,1464864029.369506,0.035932,UDP,10.0.2.15,10349,136.206.11.45,53,Network_Infrastructure,DNS
137,1464864029.374443,0.052504,UDP,10.0.2.15,12688,136.206.11.45,53,Network_Infrastructure,DNS
140,1464864029.385467,0.056092,UDP,10.0.2.15,40987,136.206.11.45,53,Network_Infrastructure,DNS
136,1464864029.374268,0.069825,UDP,10.0.2.15,63898,136.206.11.45,53,Network_Infrastructure,DNS
132,1464864029.369326,0.074782,UDP,10.0.2.15,6333,136.206.11.45,53,Network_Infrastructure,DNS
139,1464864029.385340,0.058770,UDP,10.0.2.15,63044,136.206.11.45,53,Network_Infrastructure,DNS
135,1464864029.374209,0.069971,UDP,127.0.0.1,50786,127.0.1.1,53,Network_Infrastructure,DNS
138,1464864029.385291,0.058911,UDP,127.0.0.1,43103,127.0.1.1,53,Network_Infrastructure,DNS
131,1464864029.369265,0.074948,UDP,127.0.0.1,57168,127.0.1.1,53,Network_Infrastructure,DNS
144,1464864029.415111,0.036013,UDP,10.0.2.15,8494,136.206.11.45,53,Network_Infrastructure,DNS
148,1464864029.418303,0.040845,UDP,10.0.2.15,63129,136.206.11.45,53,Network_Infrastructure,DNS
147,1464864029.418152,0.055673,UDP,10.0.2.15,42211,136.206.11.45,53,Network_Infrastructure,DNS
150,1464864029.424210,0.049630,UDP,10.0.2.15,49499,136.206.11.45,53,Network_Infrastructure,DNS
146,1464864029.418094,0.055811,UDP,127.0.0.1,48952,127.0.1.1,53,Network_Infrastructure,DNS
149,1464864029.424159,0.049769,UDP,127.0.0.1,37314,127.0.1.1,53,Network_Infrastructure,DNS
145,1464864029.415247,0.080856,UDP,10.0.2.15,59435,136.206.11.45,53,Network_Infrastructure,DNS
143,1464864029.415061,0.081133,UDP,127.0.0.1,55009,127.0.1.1,53,Network_Infrastructure,DNS
163,1464864029.580315,0.039622,UDP,10.0.2.15,50913,136.206.11.45,53,Network_Infrastructure,DNS
161,1464864029.580077,0.039967,UDP,127.0.0.1,60471,127.0.1.1,53,Network_Infrastructure,DNS
166,1464864029.585049,0.055885,UDP,10.0.2.15,47359,136.206.11.45,53,Network_Infrastructure,DNS
165,1464864029.584838,0.056684,UDP,10.0.2.15,53386,136.206.11.45,53,Network_Infrastructure,DNS
164,1464864029.584778,0.056795,UDP,127.0.0.1,39602,127.0.1.1,53,Network_Infrastructure,DNS
169,1464864029.645177,0.023175,UDP,10.0.2.15,11642,136.206.11.45,53,Network_Infrastructure,DNS
168,1464864029.645035,0.023333,UDP,10.0.2.15,54581,136.206.11.45,53,Network_Infrastructure,DNS
167,1464864029.644993,0.023492,UDP,127.0.0.1,38009,127.0.1.1,53,Network_Infrastructure,DNS
175,1464864029.660570,0.015572,UDP,10.0.2.15,33023,136.206.11.45,53,Network_Infrastructure,DNS
174,1464864029.660315,0.016798,UDP,10.0.2.15,59218,136.206.11.45,53,Network_Infrastructure,DNS
173,1464864029.660268,0.016914,UDP,127.0.0.1,58756,127.0.1.1,53,Network_Infrastructure,DNS
171,1464864029.658853,0.030938,UDP,10.0.2.15,57633,136.206.11.45,53,Network_Infrastructure,DNS
172,1464864029.658988,0.031775,UDP,10.0.2.15,14871,136.206.11.45,53,Network_Infrastructure,DNS
170,1464864029.658809,0.032037,UDP,127.0.0.1,44694,127.0.1.1,53,Network_Infrastructure,DNS
177,1464864029.682063,0.055626,UDP,10.0.2.15,44139,136.206.11.45,53,Network_Infrastructure,DNS
184,1464864029.980707,0.006184,UDP,10.0.2.15,41152,136.206.11.45,53,Network_Infrastructure,DNS
183,1464864029.980492,0.012300,UDP,10.0.2.15,37608,136.206.11.45,53,Network_Infrastructure,DNS
182,1464864029.980447,0.012425,UDP,127.0.0.1,56735,127.0.1.1,53,Network_Infrastructure,DNS
178,1464864029.682229,0.325186,UDP,10.0.2.15,26173,136.206.11.45,53,Network_Infrastructure,DNS
176,1464864029.682018,0.325486,UDP,127.0.0.1,40357,127.0.1.1,53,Network_Infrastructure,DNS
180,1464864029.957144,0.072733,UDP,10.0.2.15,31127,136.206.11.45,53,Network_Infrastructure,DNS
181,1464864029.957287,0.331681,UDP,10.0.2.15,50563,136.206.11.45,53,Network_Infrastructure,DNS
179,1464864029.957094,0.331956,UDP,127.0.0.1,37184,127.0.1.1,53,Network_Infrastructure,DNS
196,1464864030.361921,0.005724,UDP,10.0.2.15,37696,136.206.11.45,53,Network_Infrastructure,DNS
197,1464864030.362059,0.005971,UDP,10.0.2.15,56284,136.206.11.45,53,Network_Infrastructure,DNS
195,1464864030.361879,0.007654,UDP,127.0.0.1,50148,127.0.1.1,53,Network_Infrastructure,DNS
202,1464864030.680793,0.054703,UDP,10.0.2.15,48297,136.206.11.45,53,Network_Infrastructure,DNS
209,1464864030.953144,0.016891,UDP,10.0.2.15,44730,136.206.11.45,53,Network_Infrastructure,DNS
210,1464864030.953286,0.024543,UDP,10.0.2.15,18042,136.206.11.45,53,Network_Infrastructure,DNS
208,1464864030.953098,0.024828,UDP,127.0.0.1,51672,127.0.1.1,53,Network_Infrastructure,DNS
203,1464864030.680922,0.314507,UDP,10.0.2.15,25806,136.206.11.45,53,Network_Infrastructure,DNS
201,1464864030.680747,0.314780,UDP,127.0.0.1,58846,127.0.1.1,53,Network_Infrastructure,DNS
219,1464864031.027957,0.014150,UDP,10.0.2.15,46192,136.206.11.45,53,Network_Infrastructure,DNS
216,1464864031.027361,0.014762,UDP,10.0.2.15,61540,136.206.11.45,53,Network_Infrastructure,DNS
218,1464864031.027924,0.014292,UDP,127.0.0.1,54441,127.0.1.1,53,Network_Infrastructure,DNS
217,1464864031.027510,0.015044,UDP,10.0.2.15,64209,136.206.11.45,53,Network_Infrastructure,DNS
215,1464864031.027316,0.015288,UDP,127.0.0.1,55939,127.0.1.1,53,Network_Infrastructure,DNS
222,1464864031.136799,0.042332,UDP,10.0.2.15,37196,136.206.11.45,53,Network_Infrastructure,DNS
223,1464864031.136949,0.042200,UDP,10.0.2.15,14625,136.206.11.45,53,Network_Infrastructure,DNS
221,1464864031.136755,0.042492,UDP,127.0.0.1,57599,127.0.1.1,53,Network_Infrastructure,DNS
228,1464864031.555909,0.018037,UDP,10.0.2.15,41333,136.206.11.45,53,Network_Infrastructure,DNS
227,1464864031.555765,0.018199,UDP,10.0.2.15,46744,136.206.11.45,53,Network_Infrastructure,DNS
226,1464864031.555720,0.018339,UDP,127.0.0.1,60597,127.0.1.1,53,Network_Infrastructure,DNS
234,1464864031.577790,0.019646,UDP,10.0.2.15,50612,136.206.11.45,53,Network_Infrastructure,DNS
231,1464864031.577495,0.019978,UDP,10.0.2.15,25277,136.206.217.50,53,Network_Infrastructure,DNS
230,1464864031.577439,0.020256,UDP,127.0.0.1,47743,127.0.1.1,53,Network_Infrastructure,DNS
232,1464864031.577617,0.020475,UDP,10.0.2.15,25277,136.206.11.45,53,Network_Infrastructure,DNS
233,1464864031.577684,0.021684,UDP,10.0.2.15,25277,136.206.1.3,53,Network_Infrastructure,DNS
237,1464864031.610482,0.023090,UDP,10.0.2.15,63538,136.206.11.45,53,Network_Infrastructure,DNS
35,1464864020.667355,10.966233,UDP,10.0.2.15,62927,136.206.11.45,53,Network_Infrastructure,DNS
236,1464864031.610303,0.023383,UDP,127.0.0.1,49746,127.0.1.1,53,Network_Infrastructure,DNS
246,1464864031.897171,0.006117,UDP,10.0.2.15,45408,136.206.11.45,53,Network_Infrastructure,DNS
245,1464864031.897034,0.006271,UDP,10.0.2.15,31676,136.206.11.45,53,Network_Infrastructure,DNS
244,1464864031.896988,0.006409,UDP,127.0.0.1,41010,127.0.1.1,53,Network_Infrastructure,DNS
243,1464864031.869409,0.046616,UDP,10.0.2.15,51768,136.206.11.45,53,Network_Infrastructure,DNS
242,1464864031.869253,0.048237,UDP,10.0.2.15,9579,136.206.11.45,53,Network_Infrastructure,DNS
241,1464864031.869207,0.048364,UDP,127.0.0.1,36704,127.0.1.1,53,Network_Infrastructure,DNS
250,1464864031.921811,0.001895,UDP,10.0.2.15,31121,136.206.11.45,53,Network_Infrastructure,DNS
249,1464864031.921651,0.002837,UDP,10.0.2.15,64659,136.206.11.45,53,Network_Infrastructure,DNS
248,1464864031.921610,0.002950,UDP,127.0.0.1,53510,127.0.1.1,53,Network_Infrastructure,DNS
252,1464864031.922343,0.002432,UDP,10.0.2.15,31196,136.206.11.45,53,Network_Infrastructure,DNS
251,1464864031.922300,0.002570,UDP,127.0.0.1,53932,127.0.1.1,53,Network_Infrastructure,DNS
257,1464864032.089872,0.003973,UDP,10.0.2.15,52240,136.206.11.45,53,Network_Infrastructure,DNS
256,1464864032.089733,0.004130,UDP,10.0.2.15,55798,136.206.11.45,53,Network_Infrastructure,DNS
255,1464864032.089691,0.004266,UDP,127.0.0.1,44494,127.0.1.1,53,Network_Infrastructure,DNS
262,1464864032.249328,0.011652,UDP,10.0.2.15,35493,136.206.11.45,53,Network_Infrastructure,DNS
259,1464864032.224151,0.036851,UDP,10.0.2.15,42339,136.206.11.45,53,Network_Infrastructure,DNS
261,1464864032.249280,0.011834,UDP,127.0.0.1,35528,127.0.1.1,53,Network_Infrastructure,DNS
260,1464864032.224329,0.057186,UDP,10.0.2.15,18790,136.206.11.45,53,Network_Infrastructure,DNS
258,1464864032.224107,0.057508,UDP,127.0.0.1,45477,127.0.1.1,53,Network_Infrastructure,DNS
268,1464864032.263288,0.028026,UDP,10.0.2.15,34098,136.206.11.45,53,Network_Infrastructure,DNS
267,1464864032.263131,0.028199,UDP,10.0.2.15,51042,136.206.11.45,53,Network_Infrastructure,DNS
266,1464864032.263084,0.028448,UDP,127.0.0.1,51504,127.0.1.1,53,Network_Infrastructure,DNS
274,1464864032.767258,0.002956,UDP,10.0.2.15,33475,136.206.11.45,53,Network_Infrastructure,DNS
273,1464864032.766223,0.004016,UDP,10.0.2.15,27016,136.206.11.45,53,Network_Infrastructure,DNS
272,1464864032.766125,0.004275,UDP,127.0.0.1,53091,127.0.1.1,53,Network_Infrastructure,DNS
277,1464864032.839861,0.001620,UDP,10.0.2.15,41959,136.206.11.45,53,Network_Infrastructure,DNS
276,1464864032.839720,0.002176,UDP,10.0.2.15,8757,136.206.11.45,53,Network_Infrastructure,DNS
275,1464864032.839655,0.002283,UDP,127.0.0.1,58278,127.0.1.1,53,Network_Infrastructure,DNS
281,1464864032.842140,0.001870,UDP,10.0.2.15,11596,136.206.11.45,53,Network_Infrastructure,DNS
280,1464864032.842116,0.001972,UDP,127.0.0.1,54006,127.0.1.1,53,Network_Infrastructure,DNS
279,1464864032.841834,0.040908,UDP,10.0.2.15,62498,136.206.11.45,53,Network_Infrastructure,DNS
278,1464864032.841804,0.041019,UDP,127.0.0.1,50723,127.0.1.1,53,Network_Infrastructure,DNS
287,1464864033.121005,0.016555,UDP,10.0.2.15,39865,136.206.11.45,53,Network_Infrastructure,DNS
288,1464864033.121141,0.017214,UDP,10.0.2.15,50744,136.206.11.45,53,Network_Infrastructure,DNS
286,1464864033.120960,0.027424,UDP,127.0.0.1,49267,127.0.1.1,53,Network_Infrastructure,DNS
298,1464864033.525654,0.010631,UDP,10.0.2.15,26662,136.206.11.45,53,Network_Infrastructure,DNS
297,1464864033.525449,0.010856,UDP,10.0.2.15,6529,136.206.11.45,53,Network_Infrastructure,DNS
296,1464864033.525401,0.011007,UDP,127.0.0.1,55458,127.0.1.1,53,Network_Infrastructure,DNS
312,1464864034.114060,0.017377,UDP,10.0.2.15,46927,136.206.11.45,53,Network_Infrastructure,DNS
311,1464864034.113907,0.023385,UDP,10.0.2.15,22763,136.206.11.45,53,Network_Infrastructure,DNS
310,1464864034.113863,0.023518,UDP,127.0.0.1,44488,127.0.1.1,53,Network_Infrastructure,DNS
316,1464864035.550955,0.040512,UDP,10.0.2.15,35373,136.206.11.45,53,Network_Infrastructure,DNS
315,1464864035.550808,0.043771,UDP,10.0.2.15,61049,136.206.11.45,53,Network_Infrastructure,DNS
314,1464864035.550765,0.043885,UDP,127.0.0.1,44897,127.0.1.1,53,Network_Infrastructure,DNS
321,1464864035.853773,0.040646,UDP,10.0.2.15,21279,136.206.11.45,53,Network_Infrastructure,DNS
320,1464864035.853637,0.042533,UDP,10.0.2.15,62188,136.206.11.45,53,Network_Infrastructure,DNS
319,1464864035.853594,0.042640,UDP,127.0.0.1,46886,127.0.1.1,53,Network_Infrastructure,DNS
325,1464864035.896661,0.092556,UDP,10.0.2.15,48836,136.206.11.45,53,Network_Infrastructure,DNS
328,1464864035.998090,0.002457,UDP,10.0.2.15,55177,136.206.11.45,53,Network_Infrastructure,DNS
327,1464864035.997832,0.022913,UDP,10.0.2.15,56775,136.206.11.45,53,Network_Infrastructure,DNS
326,1464864035.997782,0.023063,UDP,127.0.0.1,51751,127.0.1.1,53,Network_Infrastructure,DNS
330,1464864036.001226,0.021240,UDP,10.0.2.15,6454,136.206.11.45,53,Network_Infrastructure,DNS
329,1464864036.001171,0.021375,UDP,127.0.0.1,52853,127.0.1.1,53,Network_Infrastructure,DNS
162,1464864029.580135,6.485296,UDP,10.0.2.15,23497,136.206.11.45,53,Network_Infrastructure,DNS
323,1464864035.895907,0.169612,UDP,127.0.0.1,48656,127.0.1.1,53,Network_Infrastructure,DNS
340,1464864036.076298,0.002071,UDP,10.0.2.15,58187,136.206.11.45,53,Network_Infrastructure,DNS
337,1464864036.075725,0.002662,UDP,10.0.2.15,56096,136.206.11.45,53,Network_Infrastructure,DNS
339,1464864036.076269,0.002265,UDP,127.0.0.1,46207,127.0.1.1,53,Network_Infrastructure,DNS
338,1464864036.075850,0.003338,UDP,10.0.2.15,26437,136.206.11.45,53,Network_Infrastructure,DNS
336,1464864036.075677,0.003575,UDP,127.0.0.1,49639,127.0.1.1,53,Network_Infrastructure,DNS
345,1464864036.157791,0.002513,UDP,10.0.2.15,20709,136.206.11.45,53,Network_Infrastructure,DNS
346,1464864036.157960,0.002361,UDP,10.0.2.15,40497,136.206.11.45,53,Network_Infrastructure,DNS
344,1464864036.157747,0.002690,UDP,127.0.0.1,51352,127.0.1.1,53,Network_Infrastructure,DNS
352,1464864036.972174,0.035963,UDP,10.0.2.15,29368,136.206.11.45,53,Network_Infrastructure,DNS
351,1464864036.972034,0.043811,UDP,10.0.2.15,48094,136.206.11.45,53,Network_Infrastructure,DNS
350,1464864036.971928,0.044000,UDP,127.0.0.1,45485,127.0.1.1,53,Network_Infrastructure,DNS
357,1464864037.025391,0.007092,UDP,10.0.2.15,28666,136.206.11.45,53,Network_Infrastructure,DNS
356,1464864037.024862,0.032533,UDP,10.0.2.15,39692,136.206.11.45,53,Network_Infrastructure,DNS
372,1464864037.876658,0.003574,UDP,10.0.2.15,49365,136.206.11.45,53,Network_Infrastructure,DNS
371,1464864037.876560,0.004207,UDP,10.0.2.15,49365,136.206.217.50,53,Network_Infrastructure,DNS
369,1464864037.872477,0.023892,UDP,10.0.2.15,23041,136.206.11.45,53,Network_Infrastructure,DNS
374,1464864037.876791,0.022948,UDP,10.0.2.15,60022,136.206.11.45,53,Network_Infrastructure,DNS
370,1464864037.876515,0.023331,UDP,127.0.0.1,48317,127.0.1.1,53,Network_Infrastructure,DNS
368,1464864037.872321,0.031366,UDP,10.0.2.15,42765,136.206.11.45,53,Network_Infrastructure,DNS
367,1464864037.872279,0.031496,UDP,127.0.0.1,46380,127.0.1.1,53,Network_Infrastructure,DNS
365,1464864037.866370,0.037926,UDP,10.0.2.15,45427,136.206.11.45,53,Network_Infrastructure,DNS
387,1464864037.913742,0.002658,UDP,10.0.2.15,62176,136.206.11.45,53,Network_Infrastructure,DNS
373,1464864037.876709,0.046907,UDP,10.0.2.15,49365,136.206.1.3,53,Network_Infrastructure,DNS
383,1464864037.904725,0.024338,UDP,10.0.2.15,57327,136.206.11.45,53,Network_Infrastructure,DNS
377,1464864037.878268,0.055704,UDP,10.0.2.15,53128,136.206.11.45,53,Network_Infrastructure,DNS
386,1464864037.913609,0.023371,UDP,10.0.2.15,44222,136.206.11.45,53,Network_Infrastructure,DNS
385,1464864037.913562,0.023516,UDP,127.0.0.1,50943,127.0.1.1,53,Network_Infrastructure,DNS
384,1464864037.904842,0.037939,UDP,10.0.2.15,48148,136.206.11.45,53,Network_Infrastructure,DNS
382,1464864037.904687,0.038184,UDP,127.0.0.1,60921,127.0.1.1,53,Network_Infrastructure,DNS
380,1464864037.881818,0.070968,UDP,10.0.2.15,39628,136.206.11.45,53,Network_Infrastructure,DNS
379,1464864037.881706,0.072804,UDP,10.0.2.15,9880,136.206.11.45,53,Network_Infrastructure,DNS
378,1464864037.881661,0.072942,UDP,127.0.0.1,48127,127.0.1.1,53,Network_Infrastructure,DNS
366,1464864037.866554,0.123256,UDP,10.0.2.15,64968,136.206.11.45,53,Network_Infrastructure,DNS
364,1464864037.866323,0.123564,UDP,127.0.0.1,40412,127.0.1.1,53,Network_Infrastructure,DNS
397,1464864037.969978,0.023544,UDP,10.0.2.15,52907,136.206.11.45,53,Network_Infrastructure,DNS
376,1464864037.877918,0.117432,UDP,10.0.2.15,36729,136.206.11.45,53,Network_Infrastructure,DNS
375,1464864037.877870,0.117563,UDP,127.0.0.1,53033,127.0.1.1,53,Network_Infrastructure,DNS
396,1464864037.969824,0.026674,UDP,10.0.2.15,39242,136.206.11.45,53,Network_Infrastructure,DNS
395,1464864037.969776,0.026814,UDP,127.0.0.1,56093,127.0.1.1,53,Network_Infrastructure,DNS
400,1464864037.976274,0.021215,UDP,10.0.2.15,37821,136.206.11.45,53,Network_Infrastructure,DNS
402,1464864037.981726,0.049726,UDP,10.0.2.15,5548,136.206.11.45,53,Network_Infrastructure,DNS
399,1464864037.976134,0.071885,UDP,10.0.2.15,1699,136.206.11.45,53,Network_Infrastructure,DNS
398,1464864037.976083,0.072016,UDP,127.0.0.1,55699,127.0.1.1,53,Network_Infrastructure,DNS
403,1464864037.981906,0.077134,UDP,10.0.2.15,32171,136.206.11.45,53,Network_Infrastructure,DNS
401,1464864037.981673,0.077450,UDP,127.0.0.1,48140,127.0.1.1,53,Network_Infrastructure,DNS
411,1464864038.076532,0.022623,UDP,10.0.2.15,48548,136.206.11.45,53,Network_Infrastructure,DNS
410,1464864038.076381,0.022789,UDP,10.0.2.15,8271,136.206.11.45,53,Network_Infrastructure,DNS
409,1464864038.076334,0.022930,UDP,127.0.0.1,38214,127.0.1.1,53,Network_Infrastructure,DNS
420,1464864038.452339,0.002515,UDP,10.0.2.15,17904,136.206.11.45,53,Network_Infrastructure,DNS
421,1464864038.452481,0.031564,UDP,10.0.2.15,8535,136.206.11.45,53,Network_Infrastructure,DNS
419,1464864038.452292,0.031958,UDP,127.0.0.1,46348,127.0.1.1,53,Network_Infrastructure,DNS
